关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
人工智能,5273209415140142,瑞·达利欧：人工智能正在吞噬万物——它可能最终会吞噬自身 模型预测的微博视频 ,,无,"https://f.video.weibocdn.com/u0/0B3egWdvgx08vPFKdP0I01041204IlYr0E020.mp4?label=mp4_hd&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728988&ssig=oDkggVMk9w&KID=unistore,video",,Thu Mar 05 20:42:39 +0800 2026,财经知识分享官 微博原创视频博主,18,15,0
人工智能,5273235710018840,#光明看两会#【#张玉卓答光明日报记者问#】国务院国资委主任张玉卓表示，中国风光发电装机占全球50%，一半在央企；央企智算规模两年增长17倍；新能源汽车三年产量收入翻番，自主品牌市占率从10%提升至16.5%……三年来，央企战新产业营收12.3万亿元，形成5个万亿级产业集群，以新质生产力筑牢发展底座。 ...全文,,无,"https://f.video.weibocdn.com/o0/6odRfXmulx08vPM87lsI01041200yyXf0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728988&ssig=LjzraHMw5i&KID=unistore,video",,Thu Mar 05 22:27:08 +0800 2026,光明日报法人微博,2,0,2
人工智能,5273235680924061,【工信部部长李乐成：#全力推进新一代人工智能产品的攻关和迭代#】3月5日，十四届全国人大四次会议首场“部长通道”集中采访活动在人民大会堂举行，工业和信息化部部长李乐成就当前我国人工智能产业发展形势及如何推动人工智能创新发展回答了记者提问。工信部部长李乐成：全力推进新一代人工智能产品的攻关和迭代 ,,https://wx1.sinaimg.cn/orj360/00221ubBgy1iawfv34avoj60p00gowow02.jpg,,,Thu Mar 05 22:27:01 +0800 2026,集成电路社区集微网官方微博,0,3,0
人工智能,5273235012715883,《不要当男人的电子宠物》作者：七流　　文案：　　星元2062年。　　相南里从事科研工作。　　他进入世界最顶尖的高校，拿着最高规格的经费，试图制造出跨时代的超级智械。　　这个凝聚了无数人心血的人工智能模型，被相南里取名为“Alpha”。　　他叫它的名字，和它互动，亲自确认每一行代码。 ...全文,,无,,,Thu Mar 05 22:24:22 +0800 2026,iPhone客户端,0,0,0
人工智能,5273234976540075,AI含量极高！#2026全国两会##政府工作报告#首次提出“智能经济新形态”！从产业转型到生活方式，人工智能已成为推动经济高质量发展的核心引擎。智能经济浪潮已至，未来充满无限可能！#策马春风跃新程##人工智能# 芒果TV的微博视频 ,,无,"https://f.video.weibocdn.com/o0/AtWCvdBSlx08vPMIV0vu010412005XHS0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728988&ssig=pDsYBJOfPB&KID=unistore,video",,Thu Mar 05 22:24:12 +0800 2026,芒果TV 官方微博,3,0,15
人工智能,5273234958459967,【两会热词 | 政府工作报告首次提及“智能经济”，将带来何种变化？】#聚焦2026两会##2026两会我在场##全国两会看新广东#今年全国两会，人工智能的热度再创新高。3月5日，国务院总理李强作政府工作报告，提出“打造智能经济新形态”。报告还提出，深化拓展“人工智能+”，促进新一代智能终端和智能体 ...全文,,无,,,Thu Mar 05 22:24:09 +0800 2026,南方日报官方微博,1,0,1
人工智能,5273126915015787,"【李乐成：#努力推动AI手机更好满足人民群众对美好生活的需求#】 2026年政府工作报告明确提出深化""人工智能+""，促进新一代智能终端和智能体加快推广。工信部部长李乐成指出，要努力推动AI手机等产品发展，更好满足人民群众对美好生活的需求。中国AI智能产品正走在世界前列，2025年底，字节跳动已发布 ...全文",,无,,,Thu Mar 05 15:14:49 +0800 2026,观察者网(www.guancha.cn)官方微博,12,0,2
人工智能,5273234846258047,《小马驹诞生记——一个灵感的瞬间》AI是人类精心喂养的一匹小马驹，而不是小老虎。当它长大了，就成为人类最好的朋友，带着人类探索星辰大海！#原创视频# 文君幽谷闌的微博视频 ,,无,"https://f.video.weibocdn.com/u0/KhtT4rdQgx08vPMFof5e01041200IqgN0E010.mp4?label=mp4_hd&template=540x956.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728988&ssig=WGaFna4EBE&KID=unistore,video",,Thu Mar 05 22:23:42 +0800 2026,微博视频号,0,0,0
人工智能,5273234829482233,深圳大学全新AI+专业，让文科的底层价值重现。文科关于认知、语言和思维的训练，是人机协同时代不可替代的“人类优势”。#2026全国两会##文科##理科##人工智能# 深圳卫视科创最前沿的微博视频 ,,无,"https://f.video.weibocdn.com/u0/wb5hqIxhgx08vPMHHiKI01041200xDU40E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728988&ssig=AM18Hiy5qc&KID=unistore,video",,Thu Mar 05 22:23:38 +0800 2026,深圳卫视《科创最前沿》官方微博,0,0,0
人工智能,5273234421580776,今年经济增长目标4.5%至5% 咱们普通人的生活会跟着变吗？#薇观察 ##网络名人赞两会##2026全国两会# 吴薇的微博视频 ,,无,"https://f.video.weibocdn.com/o0/vkDEGD8zlx08vPMBcixG01041201Agju0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728989&ssig=z%2Fl5VIcrx7&KID=unistore,video",,Thu Mar 05 22:22:01 +0800 2026,科技博主 微博原创视频博主,0,0,0
人工智能,5273173455012180,图片来源：央视新闻 ,,https://wx1.sinaimg.cn/orj360/006px7dkgy1iaw8pu54jdj30u01hcgsn.jpg,,,Thu Mar 05 18:19:45 +0800 2026,数码博主,79,2,7
人工智能,5273219086944033,不少美国民众担忧数据中心会推高电力需求，可能导致电费上涨，微软、谷歌、OpenAI、亚马逊、Meta、xAI和甲骨文这七大科技巨头签署自主供电承诺。也就是说，人工智能大厂们得自己供电，怎么供？自己建发电厂吗？没有自己发的电就不准他建数据中心？这会大幅增加科技巨头的资本支出，负债增加 ...全文,,无,,,Thu Mar 05 21:21:05 +0800 2026,财经观察官 财经博主,30,4,11
人工智能,5273233864789417,【消息称 Anthropic 重启与美国国防部谈判，OpenAI“抢单”局面生变】谈判核心在于 Anthropic 要求美方保证其 AI 不用于大规模监控和自主武器。若达成协议，美军可恢复使用其技术，同时降低公司被列入黑名单的风险。目前 OpenAI 已与五角大楼达成协议，行业格局或生变。#AI 伦理# #人工智能军事应用# ,,https://wx1.sinaimg.cn/orj360/001ZzMwgly1iawfnn4ukrj61400k1k3e02.jpg,,,Thu Mar 05 22:19:48 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,1
人工智能,5273211216595878,机器人，人工智能，创业板，还有天弘恒科，这些基都是在高位区域清仓的。不是卖在最高点，我没那个本事，只是在相对高位清仓。这些基里，恒科是回调最多的机器人，人工智能，创业板，之后有合适机会还会买回来的基金 ,,https://wx1.sinaimg.cn/orj360/005P3Fgdgy1iawd0f2i3jj30u00z6acz.jpg,,,Thu Mar 05 20:49:48 +0800 2026,头像本人,72,0,30
人工智能,5273233735816034,#十五五规划里的个人机遇#【首次提出智能经济新形态！#智能经济有望成经济转型关键突破#】“智能经济新形态”在今年《政府工作报告》中首次提出。多家金融机构专家和首席经济学家表示，智能经济未来有望成为新质生产力发展的核心抓手与经济转型的关键突破。专家指出，智能经济是以人工智能为核心驱动力 ...全文,,无,"https://f.video.weibocdn.com/o0/rxcu8Npzlx08vPMoFrvO01041200jiKX0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728989&ssig=r5RyvrhtEZ&KID=unistore,video",,Thu Mar 05 22:19:17 +0800 2026,中央广播电视总台,5,2,1
人工智能,5273233206023369,#2025年300万UP主获得收入# B站今天发了2025年全年财报，数据很感人啊，日活用户有了10%的增长，广告营收同比上升了27%，全年总营收到了303.5亿。国创和人工智能内容播放时常增长了50%，这就是时代脉搏啊，小破站确实是全网最好的AI内容学习平台了~亚马逊的资深首席科学家在上面教课，叫 跟李 ...全文,,https://wx3.sinaimg.cn/orj360/7cec4492gy1iawfkwzx7yj20j65gsnpe.jpg,,,Thu Mar 05 22:17:11 +0800 2026,2024微博年度新知博主 科技博主,137,19,10
人工智能,5273232887253918,【知乎周源：#建议建立AI漫剧侵权快速处置机制#，打击“洗稿”】#AI漫剧洗稿侵权速度远超维权#AI技术的发展又催生出新的文化品类——漫剧。这是一种利用生成式人工智能技术，将网络短篇故事IP通过多模态大模型直接转化为动态影像的新型内容形态。2025年以来，这一行业呈现出高速扩张态势。市场预测显示 ...全文,,https://wx1.sinaimg.cn/orj360/001Ni6Xvgy1iawfjcxiw3j61e81hkwna02.jpg,,,Thu Mar 05 22:15:55 +0800 2026,《南方都市报》官方微博,3,0,0
人工智能,5273184968114733,最近 AI 数据中心在美国遇到越来越大的政治压力。FT 报道称，特朗普在白宫会见 Google、Microsoft、Meta、OpenAI、Amazon、Oracle、xAI 等科技公司高管时表示，AI 行业现在需要一些“公关帮助”。原因是大量数据中心建设正在引发社区反弹，很多地方居民担心数据中心会推高电价、消耗大量能源，并给当 ...全文,,无,,,Thu Mar 05 19:05:30 +0800 2026,投资内容创作者 AI博主,26,0,0
人工智能,5273231932263926,2026年六大潜力科技方向及核心要点如下：1. 电网：涵盖特高压设备、智能电网、电网数字化、储能与配套，涉及国电南瑞、特变电工、宁德时代等企业，覆盖从输电到储能的全链条。2. 芯片半导体：分为设计（逻辑/存储/功率芯片等）、制造（晶圆/外延片）、封装测试、设备材料，包含寒武纪、中芯国际、北 ...全文,,无,,,Thu Mar 05 22:12:07 +0800 2026,iPhone客户端,9,2,0
人工智能,5273231932263926,2026年六大潜力科技方向及核心要点如下：1. 电网：涵盖特高压设备、智能电网、电网数字化、储能与配套，涉及国电南瑞、特变电工、宁德时代等企业，覆盖从输电到储能的全链条。2. 芯片半导体：分为设计（逻辑/存储/功率芯片等）、制造（晶圆/外延片）、封装测试、设备材料，包含寒武纪、中芯国际、北 ...全文,,无,,,Thu Mar 05 22:12:07 +0800 2026,iPhone客户端,9,2,0
人工智能,5273231796996282,【全国两会｜宋兆普代表：AI 对中医药发展会起到很大助力】#微观2026年全国两会# 3月5日上午，十四届全国人大四次会议在人民大会堂举行开幕会。会后，全国人大代表、国家级非遗传承人宋兆普在接受媒体采访时谈到了AI对中医药发展的影响，他认为：AI 对中医药的发展会起到很大的助力。（北京青年报记者  ...全文,,无,"https://f.video.weibocdn.com/o0/pFh9ZnIllx08vPfgaBEc01041200aaZs0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728977&ssig=B2WhHF3Bq4&KID=unistore,video",,Thu Mar 05 22:11:35 +0800 2026,北京青年报官方微博,0,0,1
人工智能,5273231603013665,【“敲敲”告诉我丨当苗绣遇见AI 两位代表的“数字织造”之约】当千年贵州非遗遇上人工智能，大山里的绣娘指尖技艺如何绽放数字时代新光彩？来自贵州的全国人大代表夏华和来自四川的全国人大代表钟波再度在两会现场相遇，围绕科技与传统文化深度融合展开深入交流。#春天里的两会##2026全国两会贵州声音 ...全文,,无,"https://f.video.weibocdn.com/u0/wlLTZS0Egx08vPLP8aRG01041200x0Bo0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728989&ssig=9euxhAkwIV&KID=unistore,video",,Thu Mar 05 22:10:49 +0800 2026,贵州广播电视台新闻中心,0,0,0
人工智能,5273145516755609,很多人流量越大就越赚钱，不是这样的。流量大，首先你讲的东西要大多数人能看懂，他能看懂而且觉得好，才会转发，才会觉得厉害。但是，大多数人都能看懂的，这个内容能有多大的深度呢？能有多厉害呢？没有深度，又有多大价值呢？流量大，当然有价值，有传播价值，而不是那个内容有多大价值。这种 ...全文,,无,,,Thu Mar 05 16:28:44 +0800 2026,科技博主,20,2,3
人工智能,5273231181481269,发布了头条文章：《入门OpenClaw，玩转skill的3个技巧》 #人工智能﻿﻿#  入门OpenClaw，玩转skill的3个技巧 ,,无,,,Thu Mar 05 22:09:08 +0800 2026,AI博主,1,0,0
人工智能,5273230672662025,#建议加强中小学逻辑教育#【全国人大代表张巧良：AI时代要加强中小学逻辑教育】全国人大代表、山东康桥律师事务所首席合伙人张巧良建议，在人工智能时代，要深化中小学逻辑教育、全面提升青少年理性素养。#2026全国两会报道# 这已经是张巧良连续第二年提出类似建议。他在建议中说，当前，生成式人工 ...全文,,无,,,Thu Mar 05 22:07:07 +0800 2026,第一财经,3,1,0
人工智能,5273229738380464,明日热点前瞻：AI算力+电网设备成主线！ 今日市场呈现冲高回落走势，在外围市场带动下高开后震荡整理，全天缩量拉升、主力资金午后有所流出，最终收出小幅放量阴十字星，市场仍受消息面影响较大，明日整体走势需关注晚间欧美市场表现，结构性机会依旧是市场核心。结合最新消息与资金动向，明日重点关 ...全文,,无,,,Thu Mar 05 22:03:24 +0800 2026,微博原创视频博主,1,0,0
人工智能,5273199229276193,【登上新闻联播！冯丹代表为湖北打造世界级存算一体化产业基地建言】今晚，全国人大代表、华中科技大学副校长冯丹的建议亮相《新闻联播》！她呼吁支持#湖北打造世界级存算一体化产业基地#，强调“十五五”时期数智赋能是高质量发展强大动能，湖北正加快建设，为国家在“人工智能+”新时代掌握战略主动 ...全文,,无,"https://f.video.weibocdn.com/o0/7pM4eISFlx08vPCXC3WU010412004yuf0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728989&ssig=eAFSrJ9sgg&KID=unistore,video",,Thu Mar 05 20:02:10 +0800 2026,湖北省人民政府新闻办公室官方微博,12041,2458,159
人工智能,5273229594728144,【亚马逊推出人工智能平台 自动化医疗行政流程】亚马逊旗下云业务部门 AWS 周四宣布，推出一款人工智能驱动平台，旨在改善患者就医体验，并减少医疗机构的行政工作负担。这款由自主智能体驱动的平台Amazon Connect Health可与电子病历系统集成，协助医护人员完成患者身份核验、预约挂号、整理病史、临 ...全文,,无,,,Thu Mar 05 22:02:50 +0800 2026,微博发布平台专业版,0,0,0
人工智能,5273214537695558,马斯克旗下的Grok人工智能好玩啊，把殖人都怼破换了，骂它是小粉红，间谍AI。在伊朗防务上，殖人瞎扯伊朗被美国轰炸很惨，是中国防空武器不行。结果GROK骂殖人瞎扯淡中国，伊朗根本就没有中国的防空导弹。又对贬低中国军力的怼回去，不听指令了。grok把西方茧房都打破了。 ,,"https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfq8z0g0j20u01vvaie.jpg,https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfrw1wxdj20z00tqq6q.jpg,https://wx1.sinaimg.cn/orj360/d827c8d6gy1iavfq31ljej20pm1a0q8l.jpg,https://wx4.sinaimg.cn/orj360/d827c8d6gy1iavfq1hi2wj20u01sxjyh.jpg,https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfq2gwmkj20u01de7ai.jpg,https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfq2qoqnj20j60simz0.jpg",,,Thu Mar 05 21:03:00 +0800 2026,柏林工业大学珠三角校友俱乐部 理事,313,34,46
人工智能,5273228881691700,#代表称房地产有望成为消费新动能#【全国人大代表彭寿：房地产有望成为消费新动能】3月5日，十四届全国人大四次会议开幕。全国人大代表、中国工程院院士、中国建材集团首席科学家彭寿在人民大会堂接受包括第一财经记者在内的媒体采访时表示，房地产将会成为消费新动能，拉动新材料、人工智能、数字经济 ...全文,,无,"https://f.video.weibocdn.com/o0/O1KIBe2Hlx08vPhGOf6g010412006os60E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728996&ssig=4iH3KQrGzS&KID=unistore,video",,Thu Mar 05 22:00:00 +0800 2026,《中国经营报》官方微博,0,6,3
人工智能,5273202751184008,李华：人工智障真不好用 ,,"https://wx4.sinaimg.cn/orj360/0072ehGVgy1iawc2zlb7nj30wq17owjh.jpg,https://wx1.sinaimg.cn/orj360/0072ehGVgy1iawc2ztws5j30wr0w1tba.jpg,https://wx3.sinaimg.cn/orj360/0072ehGVgy1iawc2z9eyfj30wr0yxq50.jpg,https://wx4.sinaimg.cn/orj360/0072ehGVgy1iawc3038d5j30wr0d575m.jpg,https://wx4.sinaimg.cn/orj360/0072ehGVgy1iawc30bhxfj30wr0hxq3z.jpg",,,Thu Mar 05 20:16:10 +0800 2026,颜值博主 微博剪辑视频博主,0,1011,1
