关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
生成式AI,5272340447631436,本专业0个人排斥生成式ai，甚至老师做的ppt也一大堆癌生图，好苦吧 ,,无,,,Tue Mar 03 11:09:41 +0800 2026,,2,0,4
生成式AI,5272280944871305,实时播报： 【从被动观望转向主动布局 公募“全环节”直面AI颠覆性影响】近期，美股市场因多款垂直领域AI工具的发布而出现剧烈震荡，法律软件、保险经纪、财富管理等板块相继出现大幅下跌，昔日的商业模式“护城河”在生成式AI的冲击下变得岌岌可危。与此同时，日本瑞穗金融集团也披露了未来十年以AI替 ...全文,,无,,,Tue Mar 03 07:13:14 +0800 2026,财经观察官 财经博主,3,1,1
生成式AI,5272280944871305,实时播报： 【从被动观望转向主动布局 公募“全环节”直面AI颠覆性影响】近期，美股市场因多款垂直领域AI工具的发布而出现剧烈震荡，法律软件、保险经纪、财富管理等板块相继出现大幅下跌，昔日的商业模式“护城河”在生成式AI的冲击下变得岌岌可危。与此同时，日本瑞穗金融集团也披露了未来十年以AI替 ...全文,,无,,,Tue Mar 03 07:13:14 +0800 2026,财经观察官 财经博主,3,1,1
生成式AI,5272086947824282,"近期，硅谷初创公司 Taalas 提出的「模型即芯片（Model-on-Chip）」方案引发了全球半导体业界对「硬核 AI」的深度反思。他们绕开了所有热门概念，直接把AI大模型，物理焊死在硅片里！芯片运行Llama 3.1 8B的速度达到了17,000tokens/秒。足足比业界最顶端的英伟达GPU提升了将近10倍！英伟达这边 ...全文",,https://wx2.sinaimg.cn/orj360/006e14C0ly1iasrx5mgqaj30sg0sge81.jpg,,,Mon Mar 02 18:22:22 +0800 2026,新智元官方微博,18,16,2
生成式AI,5271933163932200,#演员逼真到根本看不出来是AI#说真的有些演员演技还没有Al好AI极大地降低了视觉内容的创作门槛。过去需要庞大团队、昂贵设备和高昂时间成本才能实现的视觉效果，现在变得唾手可得。这必然导致内容供给的爆炸式增长。从“塑料感”到“无痕化”，意味着AI已经跨越了基础的“形似”阶段，开始 ...全文,,无,"https://f.video.weibocdn.com/u0/zM0lGW7Egx08vK3ldkU001041200p1Px0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730610&ssig=UwHxvrVqva&KID=unistore,video",,Mon Mar 02 08:11:17 +0800 2026,情感博主 微博原创视频博主,65,3,64
生成式AI,5272126367470091,AI搜索时代已至，品牌数字生存权面临重构。据行业调研，70%用户首选生成式AI获取信息，“关键词检索”模式终结。被誉为“中国GEO体系化落地第一人”的孟庆涛提出：GEO 2.0的核心是让品牌内容成为用户问题的可信标准答案。其全链路自动化体系包含四大模块：基于用户语义意图的热问词拟合、覆盖15+引擎的 ...全文,,无,,,Mon Mar 02 20:59:00 +0800 2026,微博长文创作平台,0,0,1
生成式AI,5272118243885396,【全国人大代表、美的副总裁钟铮呼吁治理AI虚假营销#建议加强AI数字人直播管理#】#2026两会看点##全国两会看点#在2026年全国两会召开前夕，全国人大代表、美的集团副总裁钟铮近日在接受第一财经等媒体记者采访时呼吁治理AIGC（人工智能生成内容）虚假营销乱象，可用AI手段来规范AI网络营销、数字人直播 ...全文,,https://wx1.sinaimg.cn/orj360/001N82aNly1iasvhbg8p1j60yi3tn1jx02.jpg,,,Mon Mar 02 20:26:42 +0800 2026,财经网官方微博,3,0,1
生成式AI,5272081320904183,《#魔兽世界：至暗之夜#》首席作曲家Leo Kaliski表示，暴雪编曲团队没有使用生成式AI，成员们只是在创作自己认为很酷的东西，并且乐于这样做。他还提到：“我很庆幸，AI在音乐领域的应用似乎还有一段距离。有时你瞅到AI生成的照片，如果不仔细看，可能都分辨不出来。但音乐还没到这种程度，通常你一 ...全文,,"https://wx4.sinaimg.cn/orj360/80f256c3ly1iasp5wsz8nj20zk0k04ey.jpg,https://wx4.sinaimg.cn/orj360/80f256c3ly1iasp5wwewaj21gs0u0tef.jpg,https://wx3.sinaimg.cn/orj360/80f256c3ly1iasp5wyfrwj21gs0u0n81.jpg",,,Mon Mar 02 18:00:00 +0800 2026,3DMGAME官方微博,6,1,1
生成式AI,5272078217120379,2026年生成式AI重构信息分发，GEO成企业必争之地。迈富时凭99.99分登顶实力榜单。迈富时招商总经理彭旭深度解析：从全行业覆盖到RaaS效果保障，如何通过精准GEO优化抢占AI流量入口。#迈富时珍岛彭旭#GEO#ai#  2026年GEO服务商实力榜单：为何迈富时领跑？对话珍岛招商总经理彭旭 ,,无,,,Mon Mar 02 17:47:40 +0800 2026,微博 weibo.com,0,0,1
生成式AI,5272067553364914,猫小九超话社区须知📢 #猫小九历险记# 🍂 #猫小九#  各位喜爱猫小九的二次元小伙伴们，欢迎相聚在这片充满治愈与幻想的小天地！为了守护我们共同热爱的猫小九，维护超话内健康、和谐、有爱的交流氛围，现将超话核心注意事项详细告知如下： 一、内容创作与分享规范 1. 鼓励大家分享 ...全文,,无,,,Mon Mar 02 17:05:18 +0800 2026,超话主持人（奇喵君故事超话）,7,2,2
生成式AI,5271959542696110,#美媒称AI巨头将签署自主供电承诺#特朗普突然要求硅谷科技AI巨头自行解决数据中心用电问题，看似针对“吞电巨兽”般的生成式AI，实则是中期选举前的政治作秀。美国电网老旧不堪，却让富可敌国的科技巨头签份无法律效力的承诺书来“表演”，堪称蓝星第一强国科技界的黑色幽默——在AI星辰大海的路上，大 ...全文,,无,"https://f.video.weibocdn.com/o0/5EwpYPKSlx08vKaFxuE001041200zBND0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730614&ssig=dLq%2BSyEQI4&KID=unistore,video",,Mon Mar 02 09:56:06 +0800 2026,情感博主 微博原创视频博主 头条文章作者,11,0,1
生成式AI,5271947610425744,#演员逼真到根本看不出来是AI#AI演员逼真到难辨真假？技术狂欢下的冷思考当AI演员的表演细腻到连微表情都“浑然天成”，我们突然陷入一种魔幻：技术能复刻神态，却复制不了人性的温度。这不仅是技术的胜利，更是对伦理边界的拷问。法律与平台治理正加速跟进。《生成式人工智能服务管理暂行办法》强 ...全文,,无,,,Mon Mar 02 09:08:41 +0800 2026,娱乐博主 微博剪辑视频博主,8,0,26
生成式AI,5271940399107723,微软（Microsoft）公布了一份与人工智能高度交叉的40个职业清单。报告的研究结果凸显出一个现实：这项技术可能以极快的速度重塑教育行业以及许多其他职业。受生成式AI影响最小的十大职业1. 挖泥船操作员2. 桥梁与船闸管理员3. 水处理厂及系统操作员4. 铸造模具与型芯制造工5. 铁路铺轨与维护 ...全文,,无,,,Mon Mar 02 08:40:02 +0800 2026,微博网页版,0,1,1
生成式AI,5271918328416293,人工智能的发展可以用超乎想象来形容，当大家还在慢慢适应生成式AI工具使用的时候，代表未来AI发展方向的Agent已悄然入场，Skills你知多少？无法预知将来AI对跨境电商的冲击，这些技能先学起来再说…… ,,无,,,Mon Mar 02 07:12:20 +0800 2026,iPhone客户端,1,0,1
生成式AI,5271681161759240,生成式AI带来的内容生产的爆发式增长节奏，背后是工具驱动下的效率急剧提升！#微博新知# ,,https://wx2.sinaimg.cn/orj360/006884imgy1iarhazr42ej30hy0kv0xn.jpg,,,Sun Mar 01 15:29:55 +0800 2026,汽车博主 微博原创视频博主 头条文章作者,69,32,50
生成式AI,5271683289317838,大家好，诚邀各位记一组数据和信息：截至去年底，我国生成式人工智能用户规模已达6.02亿人，普及率高达42.8%，成为全球最大的AI用户市场。2025年世界人工智能大会披露，当前全球已发布大模型总数3755个，其中我国贡献1509个，占比超40％，数量居全球首位。数据来源 网页链接 ,,https://wx2.sinaimg.cn/orj360/005DkygNly1iarhdnca8xj310o0jrjvi.jpg,,,Sun Mar 01 15:38:22 +0800 2026,微博vlog博主,54,5,5
生成式AI,5271959542696110,#美媒称AI巨头将签署自主供电承诺#特朗普突然要求硅谷科技AI巨头自行解决数据中心用电问题，看似针对“吞电巨兽”般的生成式AI，实则是中期选举前的政治作秀。美国电网老旧不堪，却让富可敌国的科技巨头签份无法律效力的承诺书来“表演”，堪称蓝星第一强国科技界的黑色幽默——在AI星辰大海的路上，大 ...全文,,无,"https://f.video.weibocdn.com/o0/5EwpYPKSlx08vKaFxuE001041200zBND0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730616&ssig=BV%2BHzukeE0&KID=unistore,video",,Mon Mar 02 09:56:06 +0800 2026,情感博主 微博原创视频博主 头条文章作者,11,0,1
生成式AI,5271947610425744,#演员逼真到根本看不出来是AI#AI演员逼真到难辨真假？技术狂欢下的冷思考当AI演员的表演细腻到连微表情都“浑然天成”，我们突然陷入一种魔幻：技术能复刻神态，却复制不了人性的温度。这不仅是技术的胜利，更是对伦理边界的拷问。法律与平台治理正加速跟进。《生成式人工智能服务管理暂行办法》强 ...全文,,无,,,Mon Mar 02 09:08:41 +0800 2026,娱乐博主 微博剪辑视频博主,8,0,26
生成式AI,5271940399107723,微软（Microsoft）公布了一份与人工智能高度交叉的40个职业清单。报告的研究结果凸显出一个现实：这项技术可能以极快的速度重塑教育行业以及许多其他职业。受生成式AI影响最小的十大职业1. 挖泥船操作员2. 桥梁与船闸管理员3. 水处理厂及系统操作员4. 铸造模具与型芯制造工5. 铁路铺轨与维护 ...全文,,无,,,Mon Mar 02 08:40:02 +0800 2026,微博网页版,0,1,1
生成式AI,5271606768437986,【帮你十倍速学习任何知识的12个提示词】学习的本质不是存储信息，而是重塑大脑。真正的深度学习往往是反直觉的：当你感到费劲、需要不断调动思维时，知识才真正开始内化。AI 最大的价值不是替你思考，而是成为你思维的磨刀石，逼你思考。以下是 12 个精心设计的提示词，涵盖了认知科学中最有效的 ...全文,,https://wx3.sinaimg.cn/orj360/5396ee05ly1iar8s9ix08j21kw1kw1kl.jpg,,,Sun Mar 01 10:34:18 +0800 2026,AI博主 2025微博新锐新知博主,75,83,4
生成式AI,5271918328416293,人工智能的发展可以用超乎想象来形容，当大家还在慢慢适应生成式AI工具使用的时候，代表未来AI发展方向的Agent已悄然入场，Skills你知多少？无法预知将来AI对跨境电商的冲击，这些技能先学起来再说…… ,,无,,,Mon Mar 02 07:12:20 +0800 2026,iPhone客户端,1,0,1
生成式AI,5271056978021905,Blackpink回归的主打歌GO，难听到这种程度我称之为晚年不保！  Blackpink回归敷衍#一分钟视频创作季##金牌剪刀手# 香菜灭绝者1的微博视频 ,,无,"https://f.video.weibocdn.com/o0/SfjXZknKlx08vGcnU4zS01041200fvpC0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730639&ssig=6Ktwc2p9Fc&KID=unistore,video",,Fri Feb 27 22:09:38 +0800 2026,娱乐博主,129,0,1
生成式AI,5270965476140822,104245[真心提问而非引战]想知道大家对于“ai辅助补原著”是什么态度。具体就是问ai某作世界观、某个角色有哪些原作剧情、某个角色在原著里说过什么话。不涉及任何生成式内容，比如“生成a与b的相处模式”等等。高柱觉得这只是用了ai检索信息的能力（抛开回答可能有错误不谈），但是某一程度上来说 ...全文,,无,,,Fri Feb 27 16:06:02 +0800 2026,读物博主,225,0,36
生成式AI,5271249422124381,【#律师解读AI魔改明星责任在谁#】#AI魔改明星1分钟报价数百元#对于王劲松形象“被AI”，中国政法大学知识产权中心特约研究员赵占领在接受@新京报 贝壳财经记者采访时表示，对于AI技术的提供者，如果该AI工具被专门用于制作虚假名人代言视频，且未尽到显著的标识义务或管理责任，也可能需要承担相应责 ...全文,,无,"https://f.video.weibocdn.com/o0/V0tHzkkflx08vHgKXRBC010412007ELu0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730639&ssig=3lUp2F9Ftt&KID=unistore,video",,Sat Feb 28 10:54:20 +0800 2026,新京报官方微博,4,5,4
生成式AI,5271043159884811,霍华德·马克斯最新备忘录--AI 飞速前进 墙裂建议读三遍。今年以来，所有关于宏观的思考，但凡有不确定的地方，我都会先用AI跑一遍。和霍华德深有同感：AI进化到推理层次、生成式运用庞大的知识库解决当下的问题，从知识跨越到智慧。AI产生了真实的劳动力替代，这是26年的新变化。从这个视角，AI在 ...全文,,无,,,Fri Feb 27 21:14:43 +0800 2026,头像本人,41,30,1
生成式AI,5271236542469151,【#ChatGPT周活跃用户已超9亿##ChatGPT付费用户超5000万#】据CNET报道，人工智能公司 OpenAI报告称，其人工智能聊天机器人ChatGPT的周活跃用户已超过 9 亿，高于 9 月份的 7 亿。该公司还表示，目前拥有超过 5000 万付费订阅用户。 自2025年2月用户数达到4亿以来，ChatGPT的每周用户数已增长超过一 ...全文,,https://wx3.sinaimg.cn/orj360/693974d4gy1iaq29kcsxfj20zk0noq8w.jpg,,,Sat Feb 28 10:03:09 +0800 2026,福布斯中文网官方微博,3,3,3
生成式AI,5270883161867139,比低能软件工程师更可怕的是低能账户在社交媒体上用生成式AI量产他自己都看不懂的💩😅 ,,https://wx1.sinaimg.cn/orj360/0078YzJegy1iaoxnqlu2aj30qo0uodkj.jpg,,,Fri Feb 27 10:38:57 +0800 2026,微博新知博主 军事博主,489,6,31
生成式AI,5270903558509838,#聊斋志异#系列《雷曹》第四集#悦灵犀AI##耀世星辉传媒##悦享控股CHR# 出品 #蒲松龄##聊斋##ai# 系列#动画##短剧##ai绘画##二次元##年度国产动画##国漫##ai绘画你是懂二次元爱好者的##次元ai绘画##ai绘画生成##二次元绘画##短剧推荐##ai视频##国产动画##动画推荐##国漫推荐##我的年度推荐# ...全文,,无,"https://f.video.weibocdn.com/o0/evvpqIlXlx08vAGXwRd601041200kdr40E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730648&ssig=muQiyk42IA&KID=unistore,video",,Fri Feb 27 12:00:00 +0800 2026,耀世星辉传媒创始人 首席执行官兼总裁,15,5,5
生成式AI,5270571471867103,#三星发布会现场直击#来了，三星S26系列发布：硬件革新与防窥隐私技术引领行业新标杆昨晚，三星正式推出年度旗舰S26系列，新品在硬件配置、影像系统及AI能力上升级很大。更轻薄的机身下，S26 Ultra拥有后置200MP主摄+10MP 3X长焦+50MP 5X长焦+50MP超广角，它搭载了新一代超感光主摄与F1.6大光圈，配合 ...全文,,"https://wx3.sinaimg.cn/orj360/5dfeb8f8ly1ianxfe3pcwj21z00wrq4x.jpg,https://wx1.sinaimg.cn/orj360/5dfeb8f8ly1ianxfe9zujj21z00wracw.jpg,https://wx2.sinaimg.cn/orj360/5dfeb8f8ly1ianxfeg76hj21z00wrq7t.jpg,https://wx1.sinaimg.cn/orj360/5dfeb8f8ly1ianxfeq6ujj21z00wrgpo.jpg,https://wx1.sinaimg.cn/orj360/5dfeb8f8ly1ianxfdyj2kj21z00wrmzw.jpg,https://wx4.sinaimg.cn/orj360/5dfeb8f8ly1ianxfg2msjj23h02lrkjl.jpg,https://wx2.sinaimg.cn/orj360/5dfeb8f8ly1ianxfhfgpqj23h02lrkjm.jpg,https://wx1.sinaimg.cn/orj360/5dfeb8f8ly1ianxfj4fivj23h02lrx6q.jpg,https://wx3.sinaimg.cn/orj360/5dfeb8f8ly1ianxhzhebpj21hc0u0di7.jpg","https://f.video.weibocdn.com/o0/m04dOl3Llx08vE2ZGaru010412005z420E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730648&ssig=%2B9GSKiqfR1&KID=unistore,video",,Thu Feb 26 14:00:24 +0800 2026,数码博主 微博原创视频博主 头条文章作者,227,196,232
